Date,Open,High,Low,Close,Adj Close,Volume
2014-05-20,52.580002,52.580002,51.849998,51.980000,49.036747,8740000
2014-05-21,52.212502,52.667500,52.147499,52.525002,49.550903,9096400
2014-05-22,52.532501,52.570000,52.174999,52.342499,49.378731,16870000
2014-05-23,52.497501,53.067501,52.427502,53.017502,50.015522,11117600
2014-05-27,53.247501,53.630001,53.205002,53.625000,50.588612,9676800
2014-05-28,53.625000,53.625000,53.252499,53.450001,50.423519,7223200
2014-05-29,53.500000,53.672501,53.375000,53.667500,50.628719,5260400
2014-05-30,53.970001,53.987499,53.332500,53.707500,50.666451,6136400
2014-06-02,53.842499,53.922501,53.209999,53.380001,50.357483,6364000
2014-06-03,53.257500,53.307499,52.700001,52.830002,49.838642,9011600
2014-06-04,52.790001,52.857498,52.362499,52.857498,49.864571,12589600
2014-06-05,53.029999,53.125000,52.654999,53.055000,50.050896,6597600
2014-06-06,53.132500,53.349998,52.902500,53.250000,50.234856,10002400
2014-06-09,53.372501,53.497501,52.907501,53.145000,50.135784,5516400
2014-06-10,53.250000,53.695000,53.187500,53.562500,50.529640,6835600
2014-06-11,53.247501,53.477501,53.029999,53.169998,50.159378,6758000
2014-06-12,53.097500,53.292500,52.807499,52.942501,49.944759,6218000
2014-06-13,52.967499,53.017502,52.712502,52.822498,49.831558,7085200
2014-06-16,52.720001,52.747501,52.492500,52.560001,49.583916,7899200
2014-06-17,52.535000,52.980000,52.474998,52.702499,49.718353,5722400
2014-06-18,52.612499,52.812500,52.257500,52.812500,49.822124,10326000
2014-06-19,52.867500,53.040001,52.005001,52.580002,49.602787,15331200
2014-06-20,52.880001,53.029999,52.275002,52.372501,49.407028,18358800
2014-06-23,52.250000,52.452499,52.044998,52.367500,49.402313,14765200
2014-06-24,52.317501,52.647499,51.845001,51.947498,49.006100,13089600
2014-06-25,51.827499,52.622501,51.827499,52.264999,49.305622,8244800
2014-06-26,52.457500,52.465000,51.889999,52.240002,49.282036,8580400
2014-06-27,52.025002,52.474998,51.965000,52.320000,49.357513,12961200
2014-06-30,52.165001,52.935001,52.125000,52.677502,49.694763,9961600
2014-07-01,52.987499,53.837502,52.957500,53.562500,50.529640,10993600
2014-07-02,53.720001,53.872501,53.562500,53.709999,50.668789,5768800
2014-07-03,53.827499,54.250000,53.775002,54.127499,51.062664,5571600
2014-07-07,54.107498,54.387501,53.910000,54.185001,51.116917,6612400
2014-07-08,54.192501,54.222500,53.287498,53.814999,50.767864,12149200
2014-07-09,53.875000,54.070000,53.627499,54.040001,50.980122,5177200
2014-07-10,53.450001,54.222500,53.169998,53.884998,50.833897,8536800
2014-07-11,53.987499,54.259998,53.592499,54.250000,51.178230,5696800
2014-07-14,54.687500,55.590000,54.412498,55.257500,52.128681,13716400
2014-07-15,55.417500,56.187500,55.224998,55.445000,52.305569,10900800
2014-07-16,55.735001,55.790001,55.270000,55.667500,52.515469,8853200
2014-07-17,55.485001,55.500000,54.457500,54.470001,51.385769,9806000
2014-07-18,54.794998,55.472500,54.730000,55.049999,51.932930,11068000
2014-07-21,54.882500,55.032501,54.627499,54.805000,51.701797,6168400
2014-07-22,55.230000,55.647499,55.152500,55.314999,52.182919,7699200
2014-07-23,55.372501,55.634998,55.169998,55.299999,52.168785,8189200
2014-07-24,55.847500,55.962502,55.457500,55.685001,52.531979,11947600
2014-07-25,53.525002,54.174999,52.834999,53.692501,50.652298,27530400
2014-07-28,53.605000,53.740002,53.279999,53.555000,50.522575,10401600
2014-07-29,53.599998,53.927502,53.332500,53.375000,50.352772,10577200
2014-07-30,53.372501,53.697498,53.362499,53.514999,50.484840,10422800
2014-07-31,53.317501,53.340000,52.752499,52.752499,49.765518,13874000
2014-08-01,52.467499,53.264999,52.445000,52.952499,49.954174,14100000
2014-08-04,53.212502,53.292500,52.880001,53.040001,50.036736,8079600
2014-08-05,52.875000,53.097500,52.292500,52.634998,49.654667,11151200
2014-08-06,52.494999,52.845001,52.452499,52.672501,49.690052,7528400
2014-08-07,52.794998,52.862499,52.150002,52.259998,49.300900,9568000
2014-08-08,52.220001,52.637501,52.052502,52.615002,49.635799,9256800
2014-08-11,52.759998,52.805000,52.507500,52.645000,49.664108,9018400
2014-08-12,52.522499,52.799999,52.362499,52.575001,49.598064,6442000
2014-08-13,52.737499,53.025002,52.615002,52.857498,49.959602,6451200
2014-08-14,53.022499,53.147499,52.827499,53.130001,50.217163,7136800
2014-08-15,53.222500,53.330002,52.482498,52.547501,49.666592,8999600
2014-08-18,52.872501,53.607498,52.817501,53.580002,50.642483,8352400
2014-08-19,53.687500,53.922501,53.532501,53.750000,50.803162,8212400
2014-08-20,53.645000,54.110001,53.607498,54.049999,51.086716,7296800
2014-08-21,54.125000,54.242500,53.927502,53.937500,50.980385,5544000
2014-08-22,54.049999,54.237499,53.825001,54.022499,51.060722,7145600
2014-08-25,54.299999,54.330002,53.962502,54.005001,51.044182,4962400
2014-08-26,54.122501,54.500000,54.044998,54.182499,51.211956,6944000
2014-08-27,54.279999,54.382500,53.822498,54.282501,51.306480,8035600
2014-08-28,53.750000,53.935001,53.442501,53.650002,50.708641,11083600
2014-08-29,53.639999,53.750000,53.025002,53.130001,50.217163,14646000
2014-09-02,53.352501,53.742500,53.177502,53.682499,50.739368,8066400
2014-09-03,53.767502,54.040001,53.577499,53.724998,50.779537,7788400
2014-09-04,53.860001,54.029999,53.500000,53.564999,50.628307,9492400
2014-09-05,53.590000,53.592499,53.275002,53.552502,50.616489,8202800
2014-09-08,53.502499,54.055000,53.375000,53.942501,50.985115,10266400
2014-09-09,53.822498,53.867500,53.500000,53.570000,50.633045,7328800
2014-09-10,53.517502,54.662498,53.509998,54.220001,51.247410,12646800
2014-09-11,54.174999,54.187500,53.612499,53.737499,50.791351,8861200
2014-09-12,53.720001,53.937500,53.187500,53.509998,50.576321,8710800
2014-09-15,53.462502,53.902500,53.462502,53.660000,50.718109,7036800
2014-09-16,53.727501,54.445000,53.412498,54.325001,51.346642,9211600
2014-09-17,54.250000,54.372501,53.424999,53.882500,50.928398,12321200
2014-09-18,53.982498,54.169998,53.787498,54.110001,51.143433,9215200
2014-09-19,54.422501,54.537498,53.872501,54.062500,51.098522,20475200
2014-09-22,54.244999,54.244999,53.437500,53.470001,50.538517,9074000
2014-09-23,53.474998,53.474998,53.115002,53.115002,50.202991,7959600
2014-09-24,53.195000,53.750000,53.062500,53.602501,50.663757,8336000
2014-09-25,53.509998,53.567501,52.605000,52.677502,49.789463,11729600
2014-09-26,52.862499,53.055000,52.639999,52.985001,50.080101,7178800
2014-09-29,52.552502,52.865002,52.279999,52.732498,49.841446,8788800
2014-09-30,52.792500,53.505001,52.755001,53.342499,50.418003,11456000
2014-10-01,53.212502,53.452499,52.437500,52.502499,49.624065,11686000
2014-10-02,52.250000,52.500000,51.950001,52.430000,49.555531,11411600
2014-10-03,52.757500,53.075001,52.544998,52.997501,50.091927,9960800
2014-10-06,53.147499,53.287498,52.915001,52.947498,50.044659,8937200
2014-10-07,52.702499,52.772499,51.962502,52.012501,49.160923,8949600
2014-10-08,52.007500,53.134998,51.924999,53.090000,50.179352,14038800
2014-10-09,53.052502,53.052502,51.895000,51.927502,49.080582,10996800
2014-10-10,51.972500,52.392502,51.244999,51.244999,48.435513,11744400
2014-10-13,51.125000,51.937500,50.930000,51.070000,48.270096,12188800
2014-10-14,51.102501,51.474998,50.610001,50.680000,47.901485,14018000
2014-10-15,50.215000,50.492500,49.237499,50.062500,47.317829,19668000
2014-10-16,49.272499,50.802502,48.797501,50.750000,47.967640,15625600
2014-10-17,51.209999,51.642502,50.892502,51.500000,48.676521,12731600
2014-10-20,51.382500,52.049999,51.285000,51.962502,49.113659,7628000
2014-10-21,52.445000,53.345001,51.974998,53.327499,50.403831,12986000
2014-10-22,53.322498,53.487499,52.692501,52.730000,49.839088,11042000
2014-10-23,53.467499,53.974998,53.169998,53.570000,50.633045,9729600
2014-10-24,53.407501,53.537498,52.965000,53.369999,50.444004,10896000
2014-10-27,53.264999,53.682499,53.052502,53.352501,50.427456,6658800
2014-10-28,53.652500,54.215000,53.514999,54.177502,51.207226,10497600
2014-10-29,54.077499,54.599998,53.437500,53.665001,50.722820,16095200
2014-10-30,57.132500,59.820000,57.005001,59.162498,55.918915,50857600
2014-10-31,59.322498,60.625000,59.322498,60.357498,57.048412,24956000
2014-11-03,60.244999,60.799999,59.750000,60.384998,57.074406,12716000
2014-11-04,59.912498,60.752499,59.775002,60.742500,57.412308,16644400
2014-11-05,61.040001,63.084999,61.000000,62.382500,58.962391,21939600
2014-11-06,62.377499,62.724998,61.884998,62.522499,59.094711,13212000
2014-11-07,62.529999,63.107498,62.259998,63.107498,59.647636,9507600
2014-11-10,62.994999,63.099998,62.132500,62.552502,59.123077,13145200
2014-11-11,62.294998,62.470001,62.040001,62.432499,59.009655,8467600
2014-11-12,62.212502,63.040001,62.084999,62.987499,59.648876,10897200
2014-11-13,63.099998,63.099998,62.397499,62.730000,59.405033,12473200
2014-11-14,62.785000,62.790001,62.182499,62.209999,58.912582,8532800
2014-11-17,62.145000,62.857498,62.040001,62.450001,59.139874,9876800
2014-11-18,62.447498,62.932499,62.267502,62.432499,59.123287,7647200
2014-11-19,62.557499,62.707500,61.797501,62.465000,59.154068,6642800
2014-11-20,61.882500,62.972500,61.877499,62.917500,59.582581,6704000
2014-11-21,63.785000,64.139999,63.205002,63.555000,60.186295,11886800
2014-11-24,63.750000,63.812500,63.400002,63.654999,60.280991,10724800
2014-11-25,63.840000,64.500000,63.705002,64.315002,60.906021,12966400
2014-11-26,64.370003,64.737503,63.900002,64.315002,60.906021,7977200
2014-11-28,64.644997,64.875000,64.474998,64.547501,61.126183,5186800
2014-12-01,64.067497,65.162498,64.067497,64.537498,61.116714,10925600
2014-12-02,64.792503,65.062500,64.557503,65.002502,61.557079,8535200
2014-12-03,64.910004,65.470001,64.672501,65.400002,61.933506,9382000
2014-12-04,65.519997,65.562500,65.012497,65.285004,61.824608,7362400
2014-12-05,65.410004,65.872498,65.250000,65.837502,62.347816,7838000
2014-12-08,65.875000,66.407501,65.629997,65.775002,62.288609,12342000
2014-12-09,64.875000,66.182503,64.875000,66.035004,62.534843,10454000
2014-12-10,65.945000,66.209999,65.250000,65.430000,61.961926,8528000
2014-12-11,65.737503,66.394997,65.627502,65.779999,62.293369,13383600
2014-12-12,65.132500,66.112503,64.195000,64.195000,60.792370,15325600
2014-12-15,64.542503,64.712502,63.272499,64.175003,60.773430,12825200
2014-12-16,63.230000,64.612503,63.087502,63.352501,59.994534,12050400
2014-12-17,63.529999,64.889999,63.424999,64.769997,61.336880,9714400
2014-12-18,65.459999,66.112503,65.285004,66.040001,62.539585,10318000
2014-12-19,65.839996,66.144997,65.345001,65.417503,61.950069,15563600
2014-12-22,65.605003,66.077499,65.507500,66.052498,62.551403,5680000
2014-12-23,66.252502,66.605003,66.014999,66.315002,62.800014,5537600
2014-12-24,66.372498,67.212502,66.345001,66.907501,63.361084,5236800
2014-12-26,66.907501,67.330002,66.654999,66.654999,63.121960,4768800
2014-12-29,66.620003,66.925003,66.262497,66.357498,62.840233,5262400
2014-12-30,66.275002,66.345001,65.769997,66.137497,62.631886,4781600
2014-12-31,66.370003,66.812500,65.544998,65.550003,62.075550,5904800
2015-01-02,65.845001,66.687500,65.622498,66.254997,62.743156,8389600
2015-01-05,65.872498,65.875000,64.717499,64.792503,61.358208,12751200
2015-01-06,64.947502,65.195000,63.715000,64.375000,60.962845,11070000
2015-01-07,64.610001,65.285004,64.362503,65.237503,61.779613,9346800
2015-01-08,65.800003,66.279999,65.657501,66.112503,62.608250,10443200
2015-01-09,65.902496,66.117500,64.942497,65.132500,61.680172,10523600
2015-01-12,65.260002,65.500000,64.785004,65.004997,61.559425,6425600
2015-01-13,65.504997,66.452499,64.777496,65.195000,61.739365,10284000
2015-01-14,64.160004,64.650002,63.529999,63.889999,60.503544,12225200
2015-01-15,64.177498,64.367500,63.090000,63.282501,59.928230,10569200
2015-01-16,62.974998,63.775002,62.875000,63.737499,60.359112,11137200
2015-01-20,64.055000,64.922501,63.564999,64.209999,60.806572,14933200
2015-01-21,64.040001,64.907501,63.625000,64.320000,60.910748,9784000
2015-01-22,63.862499,64.750000,63.342499,64.400002,60.986504,11566000
2015-01-23,64.629997,65.162498,64.544998,64.572502,61.149872,6166800
2015-01-26,64.235001,64.322502,63.450001,64.132500,60.733170,8552400
2015-01-27,63.447498,63.447498,62.145000,62.747501,59.421589,11027600
2015-01-28,63.132500,63.252499,61.575001,61.590000,58.325443,11430800
2015-01-29,61.882500,62.200001,61.292500,62.000000,58.713715,15668400
2015-01-30,65.099998,65.904999,63.727501,63.727501,60.349659,22151600
2015-02-02,64.077499,64.077499,62.424999,63.834999,60.451447,13665200
2015-02-03,64.177498,65.112503,63.685001,64.947502,61.504997,15075600
2015-02-04,64.897499,66.682503,64.775002,66.222504,62.712402,22170800
2015-02-05,66.812500,67.949997,66.474998,67.949997,64.348328,16565600
2015-02-06,67.937500,68.112503,66.510002,66.855003,63.311359,11242000
2015-02-09,66.852501,67.084999,66.320000,66.364998,62.847355,7834400
2015-02-10,66.687500,66.967499,65.907501,66.137497,62.631886,9396800
2015-02-11,66.245003,66.574997,66.062500,66.497498,63.087273,8795600
2015-02-12,66.904999,67.727501,66.764999,67.727501,64.254204,11641600
2015-02-13,68.187500,68.187500,67.195000,67.407501,63.950645,8476000
2015-02-17,67.870003,67.997498,67.467499,67.717499,64.244743,6810400
2015-02-18,67.717499,67.750000,67.037498,67.279999,63.829655,6429200
2015-02-19,67.517502,67.517502,67.000000,67.275002,63.824936,5654800
2015-02-20,67.260002,68.250000,66.764999,68.250000,64.749939,9034800
2015-02-23,68.239998,68.330002,67.562500,68.252502,64.752266,6654800
2015-02-24,68.452499,68.452499,67.792503,68.117500,64.624207,9045200
2015-02-25,67.815002,68.557503,67.815002,68.252502,64.752266,6842800
2015-02-26,68.300003,68.625000,68.004997,68.437500,64.927803,13459600
2015-02-27,68.367500,68.547501,67.827499,67.827499,64.349106,7965200
2015-03-02,69.177498,69.572502,68.610001,69.572502,66.004616,11653600
2015-03-03,69.662498,69.662498,68.375000,68.824997,65.295418,8807200
2015-03-04,68.787498,68.787498,68.062500,68.437500,64.927803,8021200
2015-03-05,68.750000,68.785004,68.437500,68.532501,65.017944,6756000
2015-03-06,68.349998,68.620003,67.312500,67.334999,63.881855,11590800
2015-03-09,67.629997,68.052498,67.269997,67.855003,64.375175,8902000
2015-03-10,67.410004,67.464996,66.300003,66.300003,62.899929,11125600
2015-03-11,66.407501,66.845001,65.762497,66.187500,62.793190,12105200
2015-03-12,66.599998,67.500000,66.574997,67.394997,63.938763,9530800
2015-03-13,67.209999,67.209999,66.125000,66.257500,62.859604,12578800
2015-03-16,66.722504,67.512497,66.657501,67.254997,63.805943,9849600
2015-03-17,67.014999,67.089996,66.035004,66.125000,62.733891,14290800
2015-03-18,66.022499,66.995003,64.752502,66.917503,63.485764,50658000
2015-03-19,66.830002,67.190002,65.750000,66.809998,63.383774,15407500
2015-03-20,67.250000,67.699997,66.779999,67.410004,63.953007,15372000
2015-03-23,68.029999,68.209999,67.070000,67.080002,63.639927,8128000
2015-03-24,67.099998,67.690002,66.839996,67.099998,63.658863,6534800
2015-03-25,67.099998,67.430000,65.730003,65.730003,62.359150,13054300
2015-03-26,65.250000,66.300003,65.019997,65.589996,62.226322,9487200
2015-03-27,65.519997,65.809998,65.150002,65.540001,62.178894,6521100
2015-03-30,66.019997,66.320000,65.500000,65.660004,62.292732,11237100
2015-03-31,65.470001,66.209999,65.389999,65.410004,62.055565,7400500
2015-04-01,65.449997,65.519997,64.449997,65.180000,61.837360,7633000
2015-04-02,64.989998,65.620003,64.809998,65.290001,61.941708,5083000
2015-04-06,64.730003,65.639999,64.410004,65.199997,61.856350,8351200
2015-04-07,65.379997,66.190002,65.309998,65.800003,62.425571,6660800
2015-04-08,65.889999,66.839996,65.800003,66.500000,63.089676,6604200
2015-04-09,66.570000,66.820000,65.760002,66.440002,63.032745,5408500
2015-04-10,66.690002,66.690002,65.930000,66.339996,62.937855,4628500
2015-04-13,66.220001,66.800003,65.510002,65.610001,62.245316,5059800
2015-04-14,65.519997,65.940002,64.879997,65.529999,62.169418,5621800
2015-04-15,65.599998,65.910004,65.300003,65.680000,62.311722,5347100
2015-04-16,65.529999,66.010002,65.349998,65.650002,62.283253,4121300
2015-04-17,65.099998,65.500000,64.349998,64.519997,61.211208,11212900
2015-04-20,65.000000,65.209999,64.580002,64.720001,61.400948,5948900
2015-04-21,65.029999,65.830002,64.989998,65.349998,61.998642,9619700
2015-04-22,65.820000,69.980003,65.790001,68.010002,64.522232,20912400
2015-04-23,68.199997,68.220001,67.519997,67.720001,64.247108,7193400
2015-04-24,68.129997,68.180000,67.309998,67.480003,64.019402,6219900
2015-04-27,68.389999,68.610001,66.930000,67.099998,63.658863,7122400
2015-04-28,67.309998,67.500000,66.410004,66.769997,63.345821,6297500
2015-04-29,66.860001,68.459999,66.779999,67.339996,63.886593,9812400
2015-04-30,67.180000,67.500000,65.419998,66.050003,62.662735,11780600
2015-05-01,65.220001,66.660004,65.150002,65.769997,62.397114,10142800
2015-05-04,66.050003,66.139999,65.470001,65.580002,62.216839,7426400
2015-05-05,65.769997,66.389999,65.599998,65.959999,62.577362,8099800
2015-05-06,66.150002,66.650002,65.230003,65.669998,62.302238,7084600
2015-05-07,65.580002,66.779999,65.540001,66.580002,63.165558,6660300
2015-05-08,67.139999,70.160004,67.010002,69.470001,65.907341,18359000
2015-05-11,69.300003,69.699997,68.790001,69.019997,65.480438,10998500
2015-05-12,68.550003,69.000000,67.970001,68.690002,65.167343,7438200
2015-05-13,68.750000,68.879997,68.190002,68.650002,65.243370,5129800
2015-05-14,68.959999,70.029999,68.849998,70.000000,66.526375,6491100
2015-05-15,70.099998,70.690002,69.309998,69.570000,66.117737,7121000
2015-05-18,69.739998,70.239998,69.129997,70.000000,66.526375,5553800
2015-05-19,70.139999,70.559998,70.000000,70.160004,66.678444,4351000
2015-05-20,70.250000,70.320000,69.480003,69.779999,66.317314,4870100
2015-05-21,69.550003,69.870003,69.279999,69.370003,65.927650,6483800
2015-05-22,69.300003,69.849998,69.300003,69.620003,66.165237,4511700
2015-05-26,69.309998,69.500000,68.309998,68.540001,65.138840,6228100
2015-05-27,68.849998,69.739998,68.500000,69.489998,66.041695,7064800
2015-05-28,69.480003,69.779999,68.800003,69.559998,66.108238,3893900
2015-05-29,69.330002,69.599998,68.519997,68.680000,65.271912,6678100
2015-06-01,69.129997,69.449997,68.430000,69.110001,65.680542,6309400
2015-06-02,68.730003,69.459999,68.010002,69.040001,65.614044,4457400
2015-06-03,69.260002,69.500000,68.889999,68.949997,65.528488,4906400
2015-06-04,68.629997,69.150002,68.029999,68.209999,64.825195,6460000
2015-06-05,68.290001,68.699997,68.000000,68.370003,64.977280,4413100
2015-06-08,68.190002,68.290001,67.620003,67.680000,64.321518,4864300
2015-06-09,67.669998,68.089996,67.529999,67.949997,64.578117,4439700
2015-06-10,68.220001,69.669998,68.110001,69.629997,66.174744,6807800
2015-06-11,69.699997,70.019997,69.419998,69.639999,66.184250,5238700
2015-06-12,69.430000,69.739998,69.019997,69.330002,65.889633,4900700
2015-06-15,68.720001,68.989998,68.169998,68.570000,65.167381,5995100
2015-06-16,68.449997,69.169998,68.290001,69.010002,65.585518,5937400
2015-06-17,69.110001,69.410004,68.510002,68.750000,65.338432,7818300
2015-06-18,68.900002,69.839996,68.879997,69.500000,66.051170,7596800
2015-06-19,69.269997,69.330002,68.480003,68.690002,65.281387,8728800
2015-06-22,69.320000,69.440002,68.900002,69.089996,65.661575,5511700
2015-06-23,69.099998,69.589996,69.089996,69.419998,65.975189,3888700
2015-06-24,69.110001,69.400002,68.760002,68.860001,65.442955,4670600
2015-06-25,69.379997,69.379997,68.510002,68.620003,65.214867,4705100
2015-06-26,68.699997,69.209999,68.410004,68.750000,65.338432,7025600
2015-06-29,67.989998,68.489998,66.690002,66.720001,63.409161,9706700
2015-06-30,67.339996,67.480003,66.760002,67.150002,63.817829,6811000
2015-07-01,67.940002,68.300003,67.529999,67.849998,64.483086,6260800
2015-07-02,68.150002,68.320000,67.620003,68.239998,64.853737,5053000
2015-07-06,67.550003,68.120003,67.360001,68.120003,64.739693,5270600
2015-07-07,68.110001,68.199997,66.529999,67.769997,64.407043,6500700
2015-07-08,67.010002,67.320000,66.650002,66.730003,63.418644,5973500
2015-07-09,67.650002,67.940002,67.019997,67.050003,63.722782,4837800
2015-07-10,67.980003,68.540001,67.910004,68.419998,65.024788,5110200
2015-07-13,69.050003,69.599998,68.830002,69.519997,66.070221,6832300
2015-07-14,69.970001,70.300003,69.470001,70.099998,66.621422,5635400
2015-07-15,70.129997,70.279999,69.690002,70.019997,66.545387,4506200
2015-07-16,70.430000,70.589996,69.970001,70.570000,67.068100,6512500
